scenario,reliability_group,experiment,model,horizon,seed_count,sample_count_mean,MAE_mean,MAE_std,RMSE_mean,RMSE_std,sMAPE_mean,sMAPE_std,R2_mean,R2_std
S7_elevated_aod,Low,E1_traffic_only,E1_traffic_only_xgboost,3,5,1437.0,1.937271969944992,0.0157940507286612,3.816917966878486,0.0214482324439602,3.0419973864043413,0.0180726834182865,0.9657557035340878,0.0003853826904672
S7_elevated_aod,Low,E1_traffic_only,E1_traffic_only_xgboost,6,5,1552.0,2.157409624709296,0.0348331584714014,3.932514798728064,0.0696248863985783,3.316588345550018,0.0596159379260343,0.9637925969882416,0.0012789273445409
S7_elevated_aod,Low,E3_meteorology,E3_meteorology_aware_xgboost,1,5,1393.0,1.6343300094659263,0.0103278133931679,3.255358897500078,0.0156966263667759,2.454601617469082,0.011369524924582,0.9754557667243337,0.0002372446032889
S7_elevated_aod,Low,E3_meteorology,E3_meteorology_aware_xgboost,3,5,1437.0,1.867281911766355,0.0088047719305118,3.68022304864449,0.0148233253162289,2.9152434958029807,0.0219964214757332,0.9681649494539034,0.00025603778325
S7_elevated_aod,Low,E3_meteorology,E3_meteorology_aware_xgboost,6,5,1552.0,2.2531470742831936,0.0101919322131253,3.981379009330232,0.0279830857913711,3.384034065133233,0.0136482676450086,0.962895040879619,0.0005228050125277
S7_elevated_aod,Low,E4_atmospheric,E4_atmospheric_context_xgboost,1,5,1393.0,1.70572960591824,0.0327253258083099,3.259622369742372,0.0140178439878109,2.559553494365389,0.0381091204184364,0.9753915281582012,0.0002117534452637
S7_elevated_aod,Low,E4_atmospheric,E4_atmospheric_context_xgboost,3,5,1437.0,1.8774269933662957,0.016263344170759,3.6991082625265,0.0221103849446084,2.893572963396699,0.0204528698482296,0.96783688361792,0.0003851072883359
S7_elevated_aod,Low,E4_atmospheric,E4_atmospheric_context_xgboost,6,5,1552.0,2.019748383617073,0.0074513866928135,3.79080113367388,0.0285232180442311,3.0914933066010564,0.0125931178080123,0.9663620575535676,0.0005070251746175
S7_elevated_aod,Low,E5_full_fusion,E5_full_fusion_xgboost,1,5,1393.0,1.706294880593385,0.0200426861422498,3.2504783170232634,0.016356470100408,2.566779292751089,0.0187584164092267,0.9755292666372708,0.000246232353413
S7_elevated_aod,Low,E5_full_fusion,E5_full_fusion_xgboost,3,5,1437.0,1.9479684480805597,0.0168922085014346,3.7003386792336928,0.0236339555008106,2.993529201290164,0.023729248404016,0.9678153530922188,0.0004122116136596
S7_elevated_aod,Low,E5_full_fusion,E5_full_fusion_xgboost,6,5,1552.0,2.0539052240627327,0.0204864795542687,3.71942146252982,0.0282438128642548,3.1226092477046348,0.0303783835846711,0.9676168889641444,0.0004923594301082
S8_rain_elevated_atmospheric_pollution,High,E1_traffic_only,E1_traffic_only_xgboost,1,5,736.0,0.4797768516816956,0.0114469600104151,1.4870910284991905,0.0080136632871919,0.5741071188042045,0.0130687696814968,0.9490205365466944,0.0005503389371087
S8_rain_elevated_atmospheric_pollution,High,E1_traffic_only,E1_traffic_only_xgboost,3,5,725.0,1.1041262708642017,0.0147247149078903,2.8862441786833744,0.0245545585052674,1.2184606240511977,0.0166768654310473,0.854148208000885,0.0024821272711567
S8_rain_elevated_atmospheric_pollution,High,E1_traffic_only,E1_traffic_only_xgboost,6,5,689.0,0.9476335175785976,0.0064680121446561,2.098281564981064,0.0191306350893059,1.032957268739471,0.0069165263361155,0.9115222952474852,0.0016178145184599
S8_rain_elevated_atmospheric_pollution,High,E3_meteorology,E3_meteorology_aware_xgboost,1,5,736.0,0.4451648117839427,0.0083661024851518,1.437454215049883,0.0179007289113782,0.5397416145062943,0.0112106637238806,0.9523621687094466,0.0011879198458232
S8_rain_elevated_atmospheric_pollution,High,E3_meteorology,E3_meteorology_aware_xgboost,3,5,725.0,1.096874699735093,0.0233587116803812,2.815114181301177,0.0250718943611772,1.214523739126472,0.0254752358231632,0.8612477383556438,0.0024756406482005
