MAE_mean,MAE_std,MPIW_mean,MPIW_std,PICP_mean,PICP_std,PINAW_mean,PINAW_std,Pinball_Loss_mean,Pinball_Loss_std,R2_mean,R2_std,RMSE_mean,RMSE_std,delta_MAE,experiment,horizon,item,median_MAE_mean,median_MAE_std,model,relative_change_percent,sMAPE_mean,sMAPE_std,sample_count_per_seed,section,seed_count,split,variant
1.313725181035049,0.0050921244421967,,,,,,,,,0.9701991888073948,0.0001420479386585,2.7719274600417325,0.0066049061137872,,,3,R4_current_flag_lag_cumulative_post_rain,,,R4_current_flag_lag_cumulative_post_rain_xgboost,,1.745395960139755,0.0058835885420883,13539.0,rainfall_ablation,5.0,test,R4_current_flag_lag_cumulative_post_rain
1.4131873368664816,0.0154096643712054,,,,,,,,,0.9673412022830254,0.0005966504152331,2.8995555032105798,0.02656188289661,,,6,R4_current_flag_lag_cumulative_post_rain,,,R4_current_flag_lag_cumulative_post_rain_xgboost,,1.8673838187595704,0.0197522278614683,13387.0,rainfall_ablation,5.0,test,R4_current_flag_lag_cumulative_post_rain
1.1462492828261008,0.0129516641120372,,,,,,,,,0.9751970870520132,0.0002215499634279,2.532318104550804,0.0113289976644771,,,1,R5_full_rainfall,,,R5_full_rainfall_xgboost_frozen_anchor,,1.4840885012172709,0.0154509287216567,13641.0,rainfall_ablation,5.0,test,R5_full_rainfall
1.3192799537666766,0.0101821060279805,,,,,,,,,0.9701117298530488,0.0002783025022996,2.7759742930122946,0.0129047606031858,,,3,R5_full_rainfall,,,R5_full_rainfall_xgboost_frozen_anchor,,1.752156979516577,0.0139580602885107,13539.0,rainfall_ablation,5.0,test,R5_full_rainfall
1.4186564724490638,0.0176010097232095,,,,,,,,,0.9673262332936732,0.0004359292850427,2.900265566831558,0.0193630338656132,,,6,R5_full_rainfall,,,R5_full_rainfall_xgboost_frozen_anchor,,1.87050594956838,0.0229434387622149,13387.0,rainfall_ablation,5.0,test,R5_full_rainfall
0.999443819461626,0.0025867091530302,,,,,,,,,0.9768454627921332,9.678161089017043e-05,2.4467392285999745,0.0051169520037156,,,1,P0_traffic_only,,,P0_traffic_only_xgboost_frozen_anchor,,1.3175941170010574,0.0025993917229505,13641.0,atmospheric_ablation,5.0,test,P0_traffic_only
1.1750325139711104,0.0024572489243733,,,,,,,,,0.9714922697914632,0.0001407600414694,2.711122036069916,0.0066882062780058,,,3,P0_traffic_only,,,P0_traffic_only_xgboost_frozen_anchor,,1.5935195747997284,0.0030451833453151,13539.0,atmospheric_ablation,5.0,test,P0_traffic_only
1.2165797705586334,0.0047728181616153,,,,,,,,,0.9705628108832548,0.0003283052079018,2.752888784454187,0.0153628585153542,,,6,P0_traffic_only,,,P0_traffic_only_xgboost_frozen_anchor,,1.651903017640126,0.0084176500698078,13387.0,atmospheric_ablation,5.0,test,P0_traffic_only
1.0263944840317607,0.002484236727495,,,,,,,,,0.9765231061975675,4.351895599446305e-05,2.463715528066572,0.0022837792505209,,,1,P1_pm2_5_only,,,P1_pm2_5_only_xgboost,,1.3519178044148652,0.0023969637156949,13641.0,atmospheric_ablation,5.0,test,P1_pm2_5_only
1.2302382596141288,0.0076189692590883,,,,,,,,,0.9712427678816994,0.000186877640321,2.7229553023223536,0.0088455671066475,,,3,P1_pm2_5_only,,,P1_pm2_5_only_xgboost,,1.6468479861747276,0.0080701609648473,13539.0,atmospheric_ablation,5.0,test,P1_pm2_5_only
