test_set,stratum_type,stratum,experiment,model,horizon,seed,sample_count,MAE,RMSE,sMAPE,R2
Test-A_all,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,8235,1.5927531550765834,3.0205699215643262,2.047796457428451,0.9644936651224287
Test-A_all,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,8235,1.5801310841464438,2.9927062789852634,2.0277483227447797,0.9651457094193622
Test-A_all,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,8235,1.5748499896125352,3.020330651523579,2.030932414878655,0.9644992900646947
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,42,8035,1.168368092386388,2.398775709889228,1.5271230062234595,0.9786946822637784
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,2025,8035,1.1271267715704145,2.3997185923504003,1.4848997456897977,0.9786779300860754
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,8035,1.1188955997387124,2.391633641198866,1.4747468979263503,0.9788213614834884
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,8035,1.136064808245542,2.396593650019336,1.4940428616715677,0.9787334256393657
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,8035,1.1410381769585032,2.3870095686330197,1.4984228370283825,0.978903177433404
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,42,8127,1.5150864411307867,2.971905992624428,1.97228661197528,0.9669481221791122
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,2025,8127,1.505261469198297,2.951822566326285,1.9555513535870066,0.9673933260789073
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,8127,1.5318881072753967,2.9667344691036748,1.9817125294264892,0.9670630516852421
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,8127,1.478589321834451,2.9505675089914156,1.9312262405389122,0.9674210476268449
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,8127,1.487842108734833,2.9638096910433562,1.9382587864732368,0.9671279619624253
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,6,42,8235,1.6771315500876653,3.043137304351999,2.1318840507204344,0.9639611309548658
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,6,2025,8235,1.6738060497229121,3.043263347847411,2.1330496853233063,0.9639581455101468
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,6,20260623,8235,1.702919317267487,3.0778477987142545,2.159475344798499,0.9631343124658498
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,6,20260715,8235,1.7116993276398809,3.0885138706995785,2.1731760827682978,0.9628783586776005
Test-A_all,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,6,20260718,8235,1.6984996607428595,3.0698819132593833,2.1574190965606563,0.963324892271797
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,42,2268,1.5941864301848592,3.3762300743346687,2.0504780882039464,0.9601162232483077
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,2025,2268,1.5963025835946614,3.4037883548613843,2.053064473290763,0.9594624679833187
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,2268,1.604034412054368,3.4019460531165793,2.062209922348098,0.9595063380170876
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,2268,1.586137148718635,3.3642656756401563,2.040785204729924,0.9603983959032291
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,2268,1.590008935810607,3.364352275356695,2.048286581043145,0.9603963571035865
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,3,42,2201,1.5558120538046298,3.241721887391511,2.0303308660379047,0.9600883196051239
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,3,2025,2201,1.5606031119453352,3.235160003400382,2.0386387920389932,0.9602497342861832
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,3,20260623,2201,1.5502294468478905,3.2516694137959306,2.02700917373927,0.9598429983476628
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,3,20260715,2201,1.5546581255022944,3.2066352524524184,2.0318677873816737,0.9609476087145068
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,3,20260718,2201,1.5566351225461703,3.2120716930660125,2.0319197799322906,0.9608150797811073
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,6,42,2050,1.2784334359517913,3.0839681587260377,1.6914762966820707,0.9599246826734236
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,6,2025,2050,1.265328819460985,3.07518461754997,1.672212397810909,0.9601526369883933
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,6,20260623,2050,1.2724086507161456,3.079492255398112,1.6829194848502542,0.9600409245220335
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,6,20260715,2050,1.274501749054203,3.073020533704274,1.6851799866788297,0.9602087004142638
Test-A_all,scenario,S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,6,20260718,2050,1.2563151916255797,3.055181044648935,1.6644889807590477,0.9606693520874163
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,42,2268,1.580042537417852,3.481798746698404,2.0414356762079984,0.9575830401935999
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,2268,1.5931731879465865,3.4699292923646237,2.0581928280575807,0.95787174614458
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,2268,1.5806506558911089,3.488025157128341,2.0454019457897057,0.9574311982483317
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,2268,1.5943134931309795,3.478478080090004,2.0599858171949514,0.9576639095517836
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,2268,1.5757547145307518,3.486605192064624,2.0361495277690596,0.9574658504683298
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,3,42,2201,1.591911570346664,3.1909675065548684,2.0643628649607493,0.9613282994398951
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,3,2025,2201,1.591001030937679,3.1687339350054287,2.0571733433372716,0.9618653243944413
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,3,20260623,2201,1.583897027849483,3.188501859007532,2.057785731694976,0.9613880392804677
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,3,20260715,2201,1.5855419779986517,3.191931409176737,2.0557521771165623,0.9613049326187224
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,3,20260718,2201,1.5780068982898618,3.1915298162242247,2.0483145281960966,0.9613146688484865
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,6,42,2050,1.3596051304514816,3.025302746520966,1.7632605621935713,0.961434862655369
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,2050,1.3463482883112219,3.017848813155024,1.7538701594224948,0.9616246670184585
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,2050,1.3708074182029664,3.019305435619211,1.7813656744122133,0.9615876129009313
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,2050,1.3640944007935563,3.0290234914406584,1.770419966119376,0.9613399437074688
Test-A_all,scenario,S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,2050,1.3869968277845928,3.0376899368036043,1.7964725958015724,0.9611184039462773
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,2268,1.786366383655151,3.4954612030897083,2.255131346745299,0.9572495017477114
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,2268,1.7810079085693717,3.4787062352896334,2.2492258838489296,0.9576583556769445
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,2268,1.7706746628955838,3.488279908401459,2.236458336223662,0.9574249799144777
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,2268,1.756458424316442,3.450954747619667,2.223416549212733,0.9583312245929164
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,2268,1.7555774753756692,3.4621257317470566,2.227930944836596,0.9580610184264634
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,3,42,2201,1.7747859463192703,3.274049222380852,2.2432965427210023,0.9592883302099098
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,3,2025,2201,1.7765083124650962,3.2857708129182313,2.2359424846163387,0.958996300539729
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260623,2201,1.8002775575579177,3.327547686045565,2.2642219251516944,0.9579469903825278
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260715,2201,1.7821012450441636,3.277328178068451,2.246563571173639,0.9592067440161517
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260718,2201,1.7769614624504102,3.2821489524924283,2.2390400668628865,0.9590866463579497
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,6,42,2050,1.5236390989970385,3.174500028601653,1.9558968324339916,0.9575372741578997
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,6,2025,2050,1.495465234275756,3.1639121526402314,1.9381711764112826,0.9578200527458193
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,2050,1.488208496589971,3.165282479792258,1.924281436117347,0.9577835075819833
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,2050,1.5096441067331208,3.1277597572328477,1.937035617929667,0.9587784826260259
Test-A_all,scenario,S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,2050,1.461858114227047,3.1413820099230363,1.8965847880741034,0.9584186386622064
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,1,42,2268,1.698596445270877,3.4866556759419063,2.1636061040779304,0.9574646187232868
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,1,2025,2268,1.6559584016031828,3.491972615056407,2.1207139070079752,0.957334792039978
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,2268,1.6649647953228555,3.4750315267355543,2.1238505784165156,0.9577477630670137
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,2268,1.6747894270289723,3.4690701929250523,2.142222682713331,0.9578926041367183
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,2268,1.6682495737272034,3.4791106086278094,2.1265594174277602,0.9576485113118027
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,3,42,2201,1.758762119980124,3.3549655615184744,2.233266740875209,0.9572511299628967
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,3,2025,2201,1.836395864040404,3.3565478796436743,2.3112158065780495,0.9572107967541761
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,2201,1.7882147944264206,3.349647746164956,2.2611727924074407,0.9573865414460615
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,2201,1.7477858130180453,3.3155180812746754,2.224261696214267,0.958250497176833
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,2201,1.7807531463978923,3.3542931965578178,2.254039970963889,0.9572682627540584
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,6,42,2050,1.4783429296229913,3.0769938797868495,1.9085624637559768,0.96010573538983
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,6,2025,2050,1.449858853099792,3.0645155250321,1.8828749192502916,0.9604286514526026
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,6,20260623,2050,1.455272163453141,3.057726013963515,1.8815216781148687,0.9606037998465878
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,6,20260715,2050,1.4703464576287,3.0926666778331873,1.8987865650528755,0.9596982941288767
Test-A_all,scenario,S4_post_rain_1_3h,E5_full_fusion,E5_full_fusion_xgboost,6,20260718,2050,1.475746388008924,3.067337523620758,1.9048299811125997,0.9603557383246698
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,1,42,1230,1.4357277272128801,3.2459046957131,1.7653897696573218,0.9524318408371791
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,1,2025,1230,1.4484817023135137,3.2540914107692114,1.7773441954555176,0.9521915885184186
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,1230,1.4305175977670728,3.226017599416645,1.7529303441285473,0.9530129389802087
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,1230,1.4316948747505662,3.2236555270927236,1.7624963522660715,0.9530817211247711
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,1230,1.4300921529547632,3.229866070735312,1.7556957430915388,0.9529007658686105
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,3,42,1140,1.1711888954653376,2.916679364380029,1.6006452379889557,0.956997478841848
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,3,2025,1140,1.1681968978971067,2.9261567081293975,1.6094775281065417,0.9567175633886305
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,3,20260623,1140,1.1745749044139482,2.940598772979755,1.6138305117835607,0.9562892675854973
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,3,20260715,1140,1.1717323024370516,2.9020943706700018,1.6019835699061253,0.9574264758428908
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,3,20260718,1140,1.1705277615820453,2.8966696063850144,1.6009650456388838,0.9575854889210356
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,6,42,1098,0.7578513672949693,2.0139824382403453,1.0208452465937834,0.9809053371178018
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,6,2025,1098,0.7496513929523405,1.9922000278568375,1.0116114353367411,0.9813161436102334
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,6,20260623,1098,0.7385945948384788,1.9974316872995619,0.9978925556359813,0.9812178844812388
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,6,20260715,1098,0.7575780594066627,2.042285289133422,1.0214670204736844,0.9803648847394121
Test-A_all,scenario,S5_post_rain_4_6h,E1_traffic_only,E1_traffic_only_xgboost,6,20260718,1098,0.7457316953917308,2.02529980454644,1.005114135755142,0.9806901331818919
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,1,42,1230,1.485255918011756,3.243802396614801,1.809150796956617,0.9524934385258413
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,1230,1.4887217534589898,3.2539966008366448,1.8085965332210137,0.9521943743321312
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,1230,1.4796824292438786,3.2454114166548673,1.806838844039898,0.9524462975732921
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,1230,1.502495842703636,3.2577866267136195,1.8297396714014265,0.9520829482330376
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,1230,1.4752262952851085,3.252115559078642,1.7930409512586614,0.9522496284690153
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,3,42,1140,1.218275109229729,2.856537039235132,1.632418736861294,0.9587526302682612
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,3,2025,1140,1.212796097471003,2.8603652249684077,1.6278681421309247,0.9586420009316303
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,3,20260623,1140,1.2072054868553115,2.846102269529559,1.6149075828872428,0.9590534285231019
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,3,20260715,1140,1.2024567631950154,2.849848854698812,1.6127155393389256,0.9589455541204359
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,3,20260718,1140,1.2015296523333991,2.862797158265327,1.61823722410218,0.9585716444250163
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,6,42,1098,0.7944771964114292,2.1821900427376106,1.0585157629874613,0.977582572371693
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,1098,0.8149319679431648,2.197297195938045,1.0880837103821739,0.9772711093193314
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,1098,0.8031098181070815,2.1715889452668486,1.0662259091753423,0.9777998514165603
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,1098,0.8010921524594462,2.164617213846277,1.0706624075083346,0.977942166590119
Test-A_all,scenario,S5_post_rain_4_6h,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,1098,0.8131259600900489,2.2037546842471247,1.0838712504356198,0.9771373202127767
Test-A_all,scenario,S5_post_rain_4_6h,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,1230,1.7160893452135204,3.317882818950241,2.04873568250124,0.9502987966669229
Test-A_all,scenario,S5_post_rain_4_6h,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,1230,1.684519081219102,3.317287195587695,2.0261899779232713,0.9503166396965277
Test-A_all,scenario,S5_post_rain_4_6h,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,1230,1.681543883036792,3.2945355948179094,2.023146675725747,0.9509958088926669
Test-A_all,scenario,S5_post_rain_4_6h,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,1230,1.6895648412523554,3.303606520091346,2.02615348428007,0.9507255885307705
